	Make	Model	Price	Year	Kilometer	Fuel Type	Transmission	Location	Color	Owner	Seller Type	Engine	Max Power	Max Torque	Drivetrain	Length	Width	Height	Seating Capacity	Fuel Tank Capacity
483	Ferrari	488 GTB	35000000	2018	9500	Petrol	Automatic	Delhi	Black	First	Individual	3902 cc	660 bhp @ 8000 rpm	760 Nm @ 3000 rpm	RWD	4568.0	1952.0	1213.0	2.0	78.0
487	Maruti Suzuki	Zen LXi BS-II	71001	2004	65082	Petrol	Manual	Kolkata	Yellow	First	Individual									
488	Honda	Brio S MT	295000	2012	66240	Petrol	Manual	Jaipur	Grey	Third	Individual									
489	Mercedes-Benz	GLE 43 4MATIC [2017-2019]	8500000	2018	25275	Petrol	Automatic	Hyderabad	Black	First	Individual	2996 cc	362 bhp @ 5500 rpm	520 Nm @ 2000 rpm	AWD	4891.0	2003.0	1719.0	5.0	93.0
491	Tata	Nano Base	49000	2010	60000	Petrol	Manual	Gurgaon	White	First	Individual	624 cc	35@5250	48@3000	RWD	3099.0	1495.0	1652.0	4.0	15.0
494	Hyundai	Creta SX 1.6 AT Petrol	1075000	2019	45000	Petrol	Automatic	Raipur	White	First	Individual	1591 cc	122 bhp @ 6400 rpm	151 Nm @ 4850 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
496	Toyota	Corolla Altis G AT Petrol	1321000	2018	38000	Petrol	Automatic	Mumbai	Gold	First	Corporate	1798 cc	138 bhp @ 6400 rpm	173 Nm @ 4000 rpm	FWD	4620.0	1775.0	1475.0	5.0	55.0
498	Maruti Suzuki	Baleno Zeta 1.2	825000	2021	22000	Petrol	Manual	Raipur	Blue	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
500	Maruti Suzuki	Swift ZXi	465000	2014	25704	Petrol	Manual	Mumbai	Red	First	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
503	Volkswagen	Vento Highline Plus 1.2 (P) AT 16 Alloy	825000	2018	62000	Petrol	Automatic	Faridabad	Brown	First	Corporate	1197 cc	103 bhp @ 5000 rpm	175 Nm @ 1500 rpm	FWD	4390.0	1699.0	1467.0	5.0	55.0
505	Tata	Tiago Revotron XT [2016-2019]	379000	2018	29434	Petrol	Manual	Kolkata	Silver	Second	Individual	1047 cc	69 bhp @ 4000 rpm	140 Nm @ 1800 rpm	FWD	3746.0	1647.0	1535.0	5.0	35.0
506	Datsun	Go D	240000	2017	42000	Petrol	Manual	Lucknow	White	First	Individual	1198 cc	67 bhp @ 5000 rpm	104 Nm @ 4000 rpm	FWD	3785.0	1635.0	1485.0	5.0	35.0
507	Kia	Seltos HTK Plus 1.5 [2019-2020]	1525000	2021	14000	Petrol	Manual	Delhi	Black	First	Individual	1497 cc	114 bhp @ 6300 rpm	144 Nm @ 4500 rpm	FWD	4315.0	1800.0	1645.0	5.0	50.0
510	Lamborghini	Huracan LP 610-4	24000000	2016	6000	Petrol	Automatic	Delhi	Blue	First	Individual	5204 cc	602 bhp @ 8250 rpm	560 Nm @ 6500 rpm	AWD	4459.0	1924.0	1165.0	2.0	
514	Hyundai	Elite i20 Sportz 1.2 MT	775000	2020	39000	Petrol	Manual	Mumbai	White	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4200 rpm	FWD	3995.0	1775.0	1505.0	5.0	37.0
515	Maruti Suzuki	Estilo VXi BS-IV	229999	2012	52000	Petrol	Manual	Pune	White	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3600.0	1495.0	1595.0	5.0	35.0
517	Hyundai	Eon Era +	300000	2018	51000	Petrol	Manual	Kanpur	White	First	Individual	814 cc	55 bhp @ 5500 rpm	75 Nm @ 4000 rpm	FWD	3495.0	1550.0	1500.0	5.0	32.0
518	Maruti Suzuki	Alto VXi (O) [2014-2019]	160000	2011	72000	Petrol	Manual	Kanpur	Silver	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3545.0	1490.0	1475.0	5.0	35.0
519	Maruti Suzuki	Alto LXi BS-III	150000	2011	65000	Petrol	Manual	Lucknow	White	First	Individual	796 cc	47@6200	62@3000		3495.0	1475.0	1460.0	5.0	35.0
522	Hyundai	i10 Sportz 1.2	270000	2010	86000	Petrol	Manual	Chennai	Grey	Second	Individual	1197 cc	80@5200	111@4000	FWD	3565.0	1595.0	1550.0	5.0	35.0
523	Maruti Suzuki	Alto 800 Lxi	210000	2014	42505	Petrol	Manual	Purnea	Red	First	Individual	796 cc	47 bhp @ 6000 rpm	69 Nm @ 3500 rpm	FWD	3395.0	1490.0	1475.0	5.0	35.0
524	Hyundai	Elite i20 Asta 1.2	625000	2017	42000	Petrol	Manual	Patna	Silver	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
526	Kia	Seltos GTX Plus AT 1.4 [2019-2020]	1490000	2019	57600	Petrol	Automatic	Chennai	White	First	Individual	1353 cc	138 bhp @ 6000 rpm	242 Nm @ 1500 rpm	FWD	4315.0	1800.0	1645.0	5.0	50.0
530	Toyota	Etios V	265000	2011	66000	Petrol	Manual	Delhi	Black	First	Individual	1496 cc	80 bhp @ 5600 rpm	132 Nm @ 3000 rpm	FWD	4265.0	1695.0	1510.0	5.0	45.0
531	Volkswagen	Vento Comfortline Petrol	360000	2013	58000	Petrol	Manual	Chandigarh	Bronze	First	Individual	1598 cc	103 bhp @ 5250 rpm	153 Nm @ 3800 rpm	FWD	4384.0	1699.0	1466.0	5.0	55.0
534	Maruti Suzuki	Ciaz Alpha 1.4 MT	800000	2017	82300	Petrol	Manual	Pune	White	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
537	Volkswagen	Polo Highline1.0L (P)	720000	2018	50197	Petrol	Manual	Pune	Grey	First	Individual	999 cc	75 bhp @ 6200 rpm	95 Nm @ 3000 rpm	FWD	3971.0	1682.0	1469.0	5.0	45.0
538	Honda	Amaze 1.2 S i-VTEC	395000	2014	44527	Petrol	Manual	Mumbai	Brown	First	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
540	Ford	Ecosport Trend 1.5 Ti-VCT	455000	2014	50000	Petrol	Manual	Delhi	White	Second	Individual	1499 cc	109 bhp @ 6300 rpm	140 Nm @ 4400 rpm	FWD	3999.0	1765.0	1708.0	5.0	52.0
541	Honda	City VX (O) MT	690000	2014	37000	Petrol	Manual	Delhi	White	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
547	Honda	City 1.5 S MT	450000	2013	61000	Petrol	Manual	Delhi	Maroon	First	Individual	1497 cc	116 bhp @ 6600 rpm	146 Nm @ 4800 rpm	FWD	4440.0	1695.0	1485.0	5.0	42.0
551	Honda	City V	875000	2018	28000	Petrol	Manual	Delhi	Silver	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
554	Maruti Suzuki	Swift DZire VXi	229999	2010	72000	Petrol	Manual	Kanpur	Silver	First	Individual	1298 cc	87@6000	113@4500	FWD	4160.0	1690.0	1530.0	5.0	43.0
556	Maruti Suzuki	Alto VXi	234000	2013	72600	Petrol	Manual	Panchkula	White	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3620.0	1475.0	1460.0	5.0	35.0
557	Datsun	Redigo S 1.0 AMT [2018-2019]	320000	2018	42313	Petrol	Automatic	Bangalore	Grey	Second	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3429.0	1560.0	1541.0	5.0	28.0
560	Maruti Suzuki	Alto LXi BS-III	169000	2010	18500	Petrol	Manual	Lucknow	Gold	First	Individual	796 cc	47@6200	62@3000		3495.0	1475.0	1460.0	5.0	35.0
562	Hyundai	Venue SX Plus 1.0 Turbo DCT	1090000	2020	26200	Petrol	Automatic	Delhi	White	First	Individual	998 cc	118 bhp @ 6000 rpm	172 Nm @ 1500 rpm	FWD	3995.0	1770.0	1605.0	5.0	45.0
563	Maruti Suzuki	Swift LXi Special Edition	700000	2019	11000	Petrol	Manual	Chennai	Silver	Second	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3840.0	1735.0	1530.0	5.0	37.0
564	Maruti Suzuki	Swift VXi	661000	2021	14366	Petrol	Manual	Ahmedabad	Others	First	Individual	1197 cc	89 bhp @ 6000 rpm	113 Nm @ 4400 rpm	FWD	3845.0	1735.0	1530.0	5.0	37.0
571	Volkswagen	Vento Highline Petrol AT	345000	2011	50667	Petrol	Automatic	Mumbai	White	Second	Individual									
573	BMW	3-Series 330i M Sport Edition	3650000	2019	6000	Petrol	Automatic	Delhi	White	First	Individual	1998 cc	248 bhp @ 5200 rpm	350 Nm @ 1450 rpm	RWD	4633.0	1811.0	1429.0	5.0	57.0
574	Kia	Sonet GTX Plus 1.0 iMT [2020-2021]	1195000	2022	6200	Petrol	Manual	Kolkata	Red	First	Individual	998 cc	118 bhp @ 6000 rpm	172 Nm @ 1500 rpm	FWD	3995.0	1790.0	1647.0	5.0	45.0
575	Mercedes-Benz	S-Class 500L	1650000	2012	44000	Petrol	Automatic	Mumbai	Silver	Third	Individual	5461 cc	368 bhp @ 6300 rpm	505 Nm @ 4400 rpm	RWD	5226.0	2120.0	1479.0	5.0	90.0
576	Skoda	Superb L&K TSI AT	3199000	2021	6900	Petrol	Automatic	Kolkata	Brown	First	Individual	1798 cc	177 bhp @ 5100 rpm	250 Nm @ 1250 rpm	FWD	4861.0	1864.0	1483.0	5.0	66.0
577	Mercedes-Benz	E-Class E 200 Exclusive [2019-2019]	7100000	2022	2500	Petrol	Automatic	Noida	Grey	First	Individual	1991 cc	194 bhp @ 5800 rpm	300 Nm @ 1600 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
578	Volkswagen	Polo GT TSI	625000	2016	68000	Petrol	Automatic	Delhi	White	First	Individual	1197 cc	103 bhp @ 5000 rpm	175 Nm @ 1500 rpm	FWD	3971.0	1682.0	1469.0	5.0	45.0
580	Hyundai	Santro Sportz	551000	2021	19000	Petrol	Manual	Ahmedabad	White	First	Individual	1086 cc	68 bhp @ 5500 rpm	99 Nm @ 4500 rpm	FWD	3610.0	1645.0	1560.0	5.0	35.0
589	Kia	Seltos HTX 1.5 [2020-2021]	1275000	2020	42000	Petrol	Manual	Ahmedabad	Black	First	Individual	1497 cc	113 bhp @ 6300 rpm	144 Nm @ 4500 rpm	FWD	4315.0	1800.0	1645.0	5.0	50.0
590	Maruti Suzuki	Eeco 5 STR WITH A/C+HTR [2019-2020]	535000	2020	41441	Petrol	Manual	Bangalore	Silver	First	Individual	1196 cc	73 bhp @ 6000 rpm	101 Nm @ 3000 rpm	RWD	3675.0	1475.0	1800.0	5.0	40.0
593	Honda	Jazz V AT Petrol	675000	2017	48650	Petrol	Automatic	Mumbai	Brown	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
595	Mercedes-Benz	E-Class E 200 Exclusive [2019-2019]	6500000	2021	7500	Petrol	Automatic	Delhi	Black	First	Individual	1991 cc	194 bhp @ 5800 rpm	300 Nm @ 1600 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
597	Maruti Suzuki	Wagon R VXI	390000	2015	43297	Petrol	Manual	Kollam	Red	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3599.0	1495.0	1700.0	5.0	35.0
598	Maruti Suzuki	Swift VXi [2014-2017]	650000	2019	44710	Petrol	Manual	Pune	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
601	Maruti Suzuki	Swift VXi	385000	2011	69000	Petrol	Manual	Hyderabad	Silver	First	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
602	Maruti Suzuki	Swift DZire VXI	450000	2017	75000	Petrol	Manual	Kanpur	White	First	Commercial Registration	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
603	Hyundai	Grand i10 Sports Edition 1.2L Kappa VTVT	649000	2020	52236	Petrol	Manual	Udupi	Silver	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
607	Hyundai	Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT	599000	2020	35000	Petrol	Automatic	Kolkata	Silver	First	Individual	1197 cc	82 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3805.0	1680.0	1520.0	5.0	37.0
609	Audi	A4 30 TFSI Technology Pack	3500000	2018	18000	Petrol	Automatic	Mumbai	White	First	Individual	1395 cc	148 bhp @ 5000 rpm	250 Nm @ 1500 rpm	FWD	4726.0	1842.0	1427.0	5.0	54.0
610	Honda	Jazz V Petrol	400000	2016	50000	Petrol	Manual	Kolkata	Red	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
611	Mercedes-Benz	GLC 200 Progressive	6975000	2022	2000	Petrol	Automatic	Karnal	White	First	Individual	1991 cc	194 bhp @ 5500 rpm	320 Nm @ 1650 rpm	RWD	4658.0	1890.0	1644.0	5.0	66.0
615	Maruti Suzuki	Celerio ZXi [2017-2019]	445000	2018	71000	Petrol	Manual	Ludhiana	White	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3600.0	1600.0	1560.0	5.0	35.0
618	Hyundai	Eon Magna [2011-2012]	190000	2013	63000	Petrol	Manual	Ludhiana	White	Second	Individual	814 cc	56@5500	75@4000		3495.0	1550.0	1500.0	5.0	32.0
619	Maruti Suzuki	Swift VXi [2014-2017]	600000	2020	10000	Petrol	Manual	Meerut	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
625	Hyundai	Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018]	425000	2015	48000	Petrol	Manual	Delhi	Silver	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
626	Hyundai	Elite i20 Sportz 1.2 IVT	795000	2022	4000	Petrol	Automatic	Kanpur	White	First	Individual	1197 cc	87 bhp @ 6000 rpm	115 Nm @ 1500 rpm	FWD	3995.0	1775.0	1505.0	5.0	37.0
627	Honda	City 1.5 V MT	269000	2010	73000	Petrol	Manual	Delhi	Silver	Second	Individual	1497 cc	118@6600	146@4600	FWD	4420.0	1695.0	1480.0	5.0	42.0
631	Hyundai	i20 Active 1.2 S	529000	2015	57654	Petrol	Manual	Zirakpur	White	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1760.0	1555.0	5.0	45.0
632	Maruti Suzuki	Alto VXi (O)	400000	2019	22000	Petrol	Manual	Ludhiana	White	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3545.0	1490.0	1475.0	5.0	35.0
634	Maruti Suzuki	XL6 Zeta MT Petrol	975000	2019	41792	Petrol	Manual	Pune	Blue	First	Individual	1462 cc	103 bhp @ 6000 rpm	138 Nm @ 4400 rpm	FWD	4445.0	1775.0	1700.0	6.0	45.0
637	Kia	Seltos GTX Plus 1.4 [2020-2021]	1550000	2019	17000	Petrol	Manual	Bangalore	White	First	Individual	1353 cc	138 bhp @ 6000 rpm	242 Nm @ 1500 rpm	FWD	4315.0	1800.0	1645.0	5.0	50.0
638	Maruti Suzuki	Alto VXi AMT	430000	2019	57993	Petrol	Automatic	Hyderabad	White	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3545.0	1490.0	1475.0	5.0	35.0
640	Maruti Suzuki	Baleno Delta 1.2	600000	2018	32000	Petrol	Manual	Mohali	Silver	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
641	Toyota	Corolla Altis VL AT Petrol	1650000	2018	25914	Petrol	Automatic	Pune	Brown	First	Corporate	1798 cc	138 bhp @ 6400 rpm	173 Nm @ 4000 rpm	FWD	4620.0	1775.0	1475.0	5.0	55.0
643	Audi	Q7 Technology 55 TFSI	9400000	2022	4500	Petrol	Automatic	Delhi	Black	First	Individual	2995 cc	335 bhp @ 5200 rpm	500 Nm @ 1370 rpm	AWD	5064.0	1970.0	1703.0	7.0	85.0
644	Maruti Suzuki	Alto VXi	250000	2014	114000	Petrol	Manual	Aurangabad	White	Second	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3620.0	1475.0	1460.0	5.0	35.0
647	Maruti Suzuki	Swift DZire VXI	455000	2014	30183	Petrol	Manual	Mumbai	Grey	First	Individual	1197 cc	85 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
649	Maruti Suzuki	Wagon R VXI	345000	2016	73190	Petrol	Manual	Nagpur	Grey	Second	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3599.0	1495.0	1700.0	5.0	35.0
650	BMW	X1 sDrive20i xLine	4700000	2022	13120	Petrol	Automatic	Pune	White	First	Individual	1998 cc	189 bhp @ 5000 rpm	280 Nm @ 1350 rpm	FWD	4447.0	1821.0	1598.0	5.0	51.0
651	Hyundai	Elantra 1.8 SX MT	700000	2014	64000	Petrol	Manual	Dehradun	White	First	Individual	1797 cc	147 bhp @ 6500 rpm	177 Nm @ 4700 rpm	FWD	4530.0	1775.0	1470.0	5.0	56.0
653	Maruti Suzuki	Ciaz VXi	590000	2015	39000	Petrol	Manual	Delhi	White	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
654	Nissan	Micra XV CVT [2016-2017]	490000	2014	56918	Petrol	Automatic	Coimbatore	Blue	Second	Individual	1198 cc	76 bhp @ 6000 rpm	104 Nm @ 4400 rpm	FWD	3825.0	1665.0	1530.0	5.0	41.0
657	Volkswagen	Tiguan AllSpace 2.0 TSI	3375000	2021	25000	Petrol	Automatic	Mumbai	Silver	First	Individual	1984 cc	188 bhp @ 4200 rpm	320 Nm @ 1500 rpm	AWD	4701.0	1839.0	1674.0	7.0	60.0
660	Maruti Suzuki	Baleno Delta 1.2	715000	2021	16000	Petrol	Manual	Delhi	Grey	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
662	Hyundai	Eon 1.0 Kappa Magna + [2014-2016]	275000	2012	30000	Petrol	Manual	Indore	White	First	Individual	998 cc	68 bhp @ 6200 rpm	94 Nm @ 3500 rpm	FWD	3515.0	1500.0	1510.0	5.0	32.0
663	Honda	City 1.5 V MT	445000	2012	111000	Petrol	Manual	Ernakulam	Red	First	Individual	1497 cc	116 bhp @ 6600 rpm	146 Nm @ 4800 rpm	FWD	4440.0	1695.0	1485.0	5.0	42.0
670	Hyundai	Alcazar Signature (O) 6 STR 2.0 Petrol AT	2140000	2021	24000	Petrol	Automatic	Mumbai	Grey	First	Individual	1999 cc	157 bhp @ 6500 rpm	191 Nm @ 4500 rpm	FWD	4500.0	1790.0	1675.0	6.0	50.0
671	Honda	Amaze 1.2 V CVT Petrol [2018-2020]	795000	2019	22224	Petrol	Automatic	Pune	Grey	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3995.0	1695.0	1501.0	5.0	35.0
673	Honda	Amaze 1.2 S MT Petrol [2018-2020]	628000	2018	53848	Petrol	Manual	Delhi	Maroon	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3995.0	1695.0	1501.0	5.0	35.0
675	Mercedes-Benz	E-Class E 200	2400000	2016	61159	Petrol	Automatic	Mumbai	Black	Second	Individual	1991 cc	184 bhp @ 5500 rpm	300 Nm @ 1200 rpm	RWD	4879.0	1854.0	1474.0	5.0	80.0
676	Honda	City VX (O) MT	595000	2015	72000	Petrol	Manual	Meerut	Brown	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
678	Honda	WR-V VX MT Petrol	819999	2018	42000	Petrol	Manual	Chennai	Maroon	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3999.0	1734.0	1601.0	5.0	40.0
682	Mercedes-Benz	C-Class C200 Progressive	4950000	2021	12400	Petrol	Automatic	Pune	Blue	First	Individual	1991 cc	201 bhp @ 5800 rpm	300 Nm @ 1200 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
684	MG	Hector Sharp 1.5 DCT Petrol [2019-2020]	1625000	2019	7000	Petrol	Automatic	Pune	Red	First	Individual	1451 cc	141 bhp @ 5000 rpm	250 Nm @ 1600 rpm		4655.0	1835.0	1760.0	5.0	60.0
688	Hyundai	i10 Asta 1.2 AT with Sunroof	325000	2013	46721	Petrol	Automatic	Thane	Silver	Second	Individual	1197 cc	80@5200	111@4000	FWD	3565.0	1595.0	1550.0	5.0	35.0
692	Honda	City ZX CVT Petrol [2017-2019]	1138000	2018	6000	Petrol	Automatic	Mumbai	Silver	First	Corporate	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
693	Audi	A4 1.8 TFSI Multitronic Premium Plus	4250000	2021	17000	Petrol	Automatic	Mumbai	White	First	Individual	1798 cc	170 bhp @ 3800 rpm	320 Nm @ 1400 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
694	Honda	Brio S MT	365000	2014	31000	Petrol	Manual	Kharar	White	First	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3610.0	1680.0	1500.0	5.0	35.0
700	Maruti Suzuki	DZire VXi AMT	695000	2018	68818	Petrol	Automatic	Mumbai	Silver	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
703	Toyota	Innova ZX 2.7 AT 7 STR	2598000	2022	12050	Petrol	Automatic	Delhi	Black	First	Individual	2694 cc	164 bhp @ 5200 rpm	245 Nm @ 4000 rpm	RWD	4735.0	1830.0	1795.0	7.0	65.0
704	Honda	Jazz VX Petrol	585000	2017	24100	Petrol	Manual	Mumbai	Silver	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
705	Ford	Aspire Titanium 1.2 Ti-VCT	434999	2017	23000	Petrol	Manual	Delhi	White	First	Individual	1196 cc	87 bhp @ 6300 rpm	112 Nm @ 4000 rpm	FWD	3995.0	1695.0	1525.0	5.0	42.0
708	Maruti Suzuki	Celerio VXi	565000	2020	47000	Petrol	Manual	Hyderabad	White	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3695.0	1600.0	1560.0	5.0	35.0
709	Toyota	Urban Cruiser Premium Grade AT	1050000	2021	1910	Petrol	Automatic	Varanasi	White	First	Individual	1462 cc	103 bhp @ 6000 rpm	138 Nm @ 4400 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
713	Hyundai	i10 1.1L iRDE ERA Special Edition	254999	2012	18954	Petrol	Manual	Patna	White	First	Individual	1086 cc	68 bhp @ 5500 rpm	99.081 Nm @ 4500 rpm	FWD	3585.0	1595.0	1550.0	5.0	35.0
714	Hyundai	Verna Fluidic 1.6 VTVT SX AT	598000	2015	58200	Petrol	Automatic	Navi Mumbai	Silver	First	Individual	1591 cc	121 bhp @ 6300 rpm	158 Nm @ 4200 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
720	Hyundai	Grand i10 Asta 1.2 Kappa VTVT	495000	2017	47000	Petrol	Manual	Delhi	Silver	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
721	Audi	A3 40 TFSI Premium Plus + sunroof	2450000	2018	43290	Petrol	Automatic	Pune	Blue	First	Individual	1798 cc	178 bhp @ 5100 rpm	250 Nm @ 150 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
722	Honda	Brio E MT	250000	2013	70000	Petrol	Manual	Dehradun	Grey	First	Individual									
729	Jaguar	XF R 5.0 V8 Supercharged	2800000	2011	70662	Petrol	Automatic	Pune	Grey	Second	Individual									
731	Toyota	Etios G	325000	2011	101347	Petrol	Manual	Pune	Red	Third	Individual	1496 cc	90 bhp @ 5600 rpm	132 Nm @ 3000 rpm	FWD	4265.0	1695.0	1510.0	5.0	45.0
737	Hyundai	Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016]	436000	2014	37959	Petrol	Automatic	Delhi	White	Second	Individual	1197 cc	79 bhp @ 6000 rpm	112 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
739	Datsun	Go T (O)	270000	2017	27000	Petrol	Manual	Lucknow	Silver	First	Individual	1198 cc	67 bhp @ 5000 rpm	104 Nm @ 4000 rpm	FWD	3785.0	1635.0	1485.0	5.0	35.0
741	Hyundai	Creta SX 1.4 Turbo 7 DCT	1911000	2022	1300	Petrol	Automatic	Delhi	Black	First	Individual	1353 cc	138 bhp @ 6000 rpm	242 Nm @ 1500 rpm	FWD	4300.0	1790.0	1635.0	5.0	50.0
745	Hyundai	Santro Sportz AMT [2018-2020]	465000	2019	19000	Petrol	Automatic	Kolkata	Gold	First	Individual	1086 cc	68 bhp @ 5500 rpm	99 Nm @ 4500 rpm	FWD	3610.0	1645.0	1560.0	5.0	35.0
746	Honda	City V	875000	2019	58618	Petrol	Manual	Pune	Grey	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
747	MINI	Cooper S	3200000	2017	10500	Petrol	Automatic	Mumbai	Black	First	Individual	1998 cc	189 bhp @	280 Nm @ 1250 rpm		3850.0	1727.0	1414.0	4.0	44.0
749	Renault	Kwid 1.0 RXT AMT Opt	426999	2020	41669	Petrol	Automatic	Zirakpur	Others	First	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
752	Maruti Suzuki	DZire ZXi	695000	2018	31000	Petrol	Manual	Mumbai	Grey	First	Individual	1197 cc	89 bhp @ 6000 rpm	113 Nm @ 4400 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
755	Tata	Tiago Revotron XZ	449000	2018	53512	Petrol	Manual	Hyderabad	Orange	Second	Individual	1199 cc	84 bhp @ 6000 rpm	114 Nm @ 3500 rpm	FWD	3746.0	1647.0	1535.0	5.0	35.0
761	Renault	Kwid 1.0 RXT Edition	375000	2018	14000	Petrol	Manual	Mumbai	Green	First	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
