	Make	Model	Price	Year	Kilometer	Fuel Type	Transmission	Location	Color	Owner	Seller Type	Engine	Max Power	Max Torque	Drivetrain	Length	Width	Height	Seating Capacity	Fuel Tank Capacity
1043	Toyota	Fortuner 2.8 4x2 AT [2016-2020]	3775000	2020	50000	Diesel	Automatic	Mumbai	White	First	Individual	2755 cc	174 bhp @ 3400 rpm	450 Nm @ 1600 rpm	RWD	4795.0	1855.0	1835.0	7.0	80.0
1044	Mahindra	Xylo D4	325000	2012	70000	Diesel	Manual	Patna	White	Third	Individual	2489 cc	95@3600	220@1400		4520.0	1850.0	1895.0	8.0	55.0
1045	Maruti Suzuki	Vitara Brezza VDi	725000	2017	75793	Diesel	Manual	Navi Mumbai	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1047	Volvo	S60 Kinetic D4	994999	2012	89311	Diesel	Automatic	Hyderabad	White	First	Individual	1984 cc	165 bhp @ 3500 rpm	400 Nm @ 2750 rpm	FWD	4635.0	1865.0	1484.0	5.0	67.5
1048	Maruti Suzuki	Vitara Brezza VDi (O) [2016-2018]	785000	2018	80000	Diesel	Manual	Mohali	Grey	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1050	Toyota	Fortuner 2.8 4x2 AT [2016-2020]	2799000	2019	69500	Diesel	Automatic	Delhi	White	Second	Individual	2755 cc	174 bhp @ 3400 rpm	450 Nm @ 1600 rpm	RWD	4795.0	1855.0	1835.0	7.0	80.0
1061	BMW	3-Series 320d Highline Sedan	1200000	2012	125000	Diesel	Automatic	Ahmedabad	White	First	Individual									
1062	Maruti Suzuki	Swift DZire LDI	520000	2018	46000	Diesel	Manual	Bhubaneswar	White	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
1064	Maruti Suzuki	Vitara Brezza VDi (O) [2016-2018]	675000	2018	64000	Diesel	Manual	Lucknow	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1067	Skoda	Rapid Ambition 1.6 TDI CR MT	950000	2019	32809	Diesel	Manual	Coimbatore	Silver	First	Individual	1598 cc	105 bhp @ 4400 rpm	250 Nm @ 2500 rpm	FWD	4386.0	1699.0	1466.0	5.0	55.0
1068	Toyota	Fortuner 3.0 4x2 AT	1750000	2014	101000	Diesel	Automatic	Jalandhar	White	First	Individual	2982 cc	169 bhp @ 3600 rpm	360 Nm @ 1400 rpm	RWD	4705.0	1840.0	1850.0	7.0	80.0
1069	Audi	A3 35 TDI Premium Plus + Sunroof	2225000	2016	40500	Diesel	Automatic	Mumbai	White	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
1071	Mercedes-Benz	M-Class ML 250 CDI	2250000	2014	85000	Diesel	Automatic	Delhi	White	Second	Individual	2143 cc	203 bhp @ 4200 rpm	500 Nm @ 1600 rpm	AWD	4804.0	2141.0	1796.0	5.0	70.0
1075	Jeep	Compass Longitude (O) 2.0 Diesel [2017-2020]	1580000	2020	57000	Diesel	Manual	Pune	White	First	Individual					4395.0	1818.0	1640.0	5.0	60.0
1077	Land Rover	Discovery 3.0 TDV6 HSE	4390000	2013	91840	Diesel	Automatic	Mumbai	Blue	Second	Individual									
1080	BMW	5-Series 520d Modern Line	2299000	2014	58000	Diesel	Automatic	Mumbai	White	First	Individual	1995 cc	184 bhp @ 4000 rpm	380 Nm @ 1750 rpm	RWD	4899.0	2094.0	1464.0	5.0	
1081	Mercedes-Benz	GLE 250 d	4590000	2018	95786	Diesel	Automatic	Delhi	Black	First	Individual	2143 cc	201 bhp @ 3800 rpm	500 Nm @ 1600 rpm	AWD	4819.0	2141.0	1796.0	5.0	93.0
1082	Audi	Q3 35 TDI Technology	2150000	2016	95401	Diesel	Automatic	Bangalore	Black	First	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4385.0	1831.0	1608.0	5.0	64.0
1087	Audi	Q5 35 TDI Premium Plus	4000000	2018	66000	Diesel	Automatic	Chennai	White	First	Individual									
1088	Hyundai	Creta SX 1.6 CRDi	1100000	2018	65954	Diesel	Manual	Pune	Red	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
1091	Toyota	Innova 2.4 ZX 7 STR [2016-2020]	2190000	2017	30000	Diesel	Manual	Chennai	Maroon	First	Individual	2393 cc	148 bhp @ 3400 rpm	343 Nm @ 1400 rpm	RWD	4735.0	1830.0	1795.0	7.0	55.0
1096	Audi	Q3 35 TDI quattro Technology	3250000	2019	41000	Diesel	Automatic	Hyderabad	White	Second	Individual	1968 cc	184 bhp @ 3500 rpm	380 Nm @ 1750 rpm	AWD	4385.0	1831.0	1608.0	5.0	64.0
1097	Mahindra	Scorpio S10	875000	2014	100000	Diesel	Manual	Mumbai	Red	Second	Individual	2179 cc	120 bhp @ 4000 rpm	280 Nm @ 1800 rpm	RWD	4456.0	1820.0	1995.0	8.0	60.0
1099	Renault	Duster 85 PS RxL	425000	2015	75000	Diesel	Manual	Kanpur	Black	First	Individual	1461 cc	84 bhp @ 3750 rpm	200 Nm @ 1900 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1103	Toyota	Fortuner 3.0 4x2 MT	1225000	2012	97000	Diesel	Manual	Jalandhar	White	Second	Individual	2982 cc	169 bhp @ 3600 rpm	343 Nm @ 1400 rpm	RWD	4705.0	1840.0	1850.0	7.0	80.0
1107	Honda	Amaze 1.5 VX i-DTEC	935000	2019	56000	Diesel	Manual	Hyderabad	White	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
1109	Mahindra	Scorpio S4 1.99 [2016-2017]	950000	2017	55000	Diesel	Manual	Patna	White	Second	Individual	1997 cc	120 bhp @ 4000 rpm	280 Nm @ 1800 rpm	RWD	4456.0	1820.0	1995.0	8.0	60.0
1112	Mercedes-Benz	C-Class C 220d Progressive [2018-2019]	3400000	2018	68000	Diesel	Automatic	Hyderabad	White	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
1114	BMW	5-Series 520d M Sport	2600000	2016	39000	Diesel	Automatic	Delhi	White	First	Individual	1995 cc	190 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4899.0	2094.0	1464.0	5.0	65.0
1115	Audi	A4 2.0 TDI (177bhp) Premium	1375000	2011	62000	Diesel	Automatic	Chennai	White	First	Individual	1968 cc	177 bhp @ 4200 rpm	380 Nm @ 1750 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
1123	Maruti Suzuki	Swift VDi	750000	2018	65000	Diesel	Manual	Hyderabad	Blue	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3840.0	1735.0	1530.0	5.0	37.0
1125	Renault	Duster 110 PS RXZ 4X2 MT Diesel	450000	2016	2000000	Diesel	Manual	Ranchi	White	First	Individual	1461 cc	108 bhp @ 3900 rpm	248 Nm @ 2250 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1126	BMW	X5 xDrive30d Pure Experience (5 Seater)	4175000	2016	27011	Diesel	Automatic	Chandigarh	White	Second	Individual	2993 cc	258 bhp @ 4000 rpm	560 Nm @ 1500 rpm	AWD	4886.0	1938.0	1762.0	5.0	
1127	Jaguar	XE Prestige Diesel	2700000	2018	45545	Diesel	Automatic	Chandigarh	Red	Second	Individual	1999 cc	177 bhp @ 4000 rpm	430 Nm @ 1750 rpm	RWD	4795.0	1967.0	1416.0	5.0	56.0
1128	Mercedes-Benz	GLE 350 d	6150000	2018	18000	Diesel	Automatic	Chandigarh	Black	First	Individual	2987 cc	255 bhp @ 3400 rpm	620 Nm @ 1600 rpm	AWD	4819.0	2141.0	1796.0	5.0	93.0
1133	BMW	X1 sDrive20d xLine	2199000	2016	77000	Diesel	Automatic	Surat	Black	First	Individual	1995 cc	184 bhp @ 4000 rpm	350 Nm @ 1750 rpm	RWD	4454.0	2044.0	1545.0	5.0	63.0
1134	Mahindra	Scorpio S11 2WD 7 STR	1251000	2018	120000	Diesel	Manual	Ranchi	Black	Second	Individual	2179 cc	140 bhp @ 3750 rpm	320 Nm @ 1500 rpm	RWD	4456.0	1820.0	1995.0	7.0	60.0
1139	BMW	2 Series Gran Coupe 220d M Sport [2020-2021]	4300000	2020	11000	Diesel	Automatic	Pune	Blue	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	FWD	4526.0	1800.0	1420.0	5.0	50.0
1140	Maruti Suzuki	Vitara Brezza VDi	825000	2019	81300	Diesel	Manual	Ludhiana	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
1141	Volkswagen	Polo GT TDI	325000	2013	76000	Diesel	Manual	Lucknow	White	First	Individual	1598 cc	103 bhp @ 4400 rpm	250 Nm @ 1500 rpm	FWD	3970.0	1682.0	1453.0	5.0	45.0
1143	Land Rover	Evoque HSE Dynamic	3600000	2018	45000	Diesel	Automatic	Delhi	Blue	First	Individual	1999 cc	177 bhp @ 4000 rpm	430 Nm @ 1750 rpm	AWD	4360.0	2120.0	1635.0	5.0	57.0
1144	Mahindra	Scorpio LX BS-IV	671000	2013	47000	Diesel	Manual	Patna	White	First	Individual	2179 cc	120 bhp @ 4000 rpm	290 Nm @ 1800 rpm	RWD	4430.0	1817.0	1975.0	8.0	60.0
1145	Mercedes-Benz	GLC 220 d Progressive	3400000	2018	50000	Diesel	Automatic	Delhi	Blue	First	Individual	2143 cc	168 bhp @ 3000 rpm	400 Nm @ 1400 rpm	AWD	4656.0	1890.0	1639.0	5.0	66.0
1146	BMW	7-Series 730Ld	3200000	2014	133273	Diesel	Automatic	Pune	Blue	First	Individual	2993 cc	258 bhp @ 4000 rpm	560 Nm @ 1500 rpm	RWD	5219.0	1902.0	1481.0	4.0	
1148	Mercedes-Benz	M-Class 350 CDI	2150000	2014	81000	Diesel	Automatic	Ahmedabad	Grey	First	Individual	2987 cc	234@3800	535@1600	AWD	4781.0	1911.0	1774.0	5.0	95.0
1149	Land Rover	Discovery 2.0 HSE 4WD Diesel	4700000	2020	22000	Diesel	Automatic	Delhi	Red	Second	Individual	1999 cc	237 bhp @ 4000 rpm	430 Nm @ 1400 rpm	AWD	4988.0	2220.0	1846.0	5.0	
1150	Ford	Ikon DuraTorq 1.4 TDCi	145000	2009	88000	Diesel	Manual	Unnao	White	First	Individual	1399 cc	68@4000	160@2000		4145.0	1632.0	1440.0	5.0	43.0
1151	MINI	Cooper D 5 Door	3590000	2020	19759	Diesel	Automatic	Coimbatore	Blue	First	Individual	1496 cc	114 bhp @ 4000 rpm	270 Nm @ 1750 rpm	FWD	3982.0	1727.0	1425.0	5.0	44.0
1158	Renault	Duster 85 PS RXS 4X2 MT Diesel	960000	2018	24000	Diesel	Manual	Bangalore	Brown	First	Individual	1461 cc	84 bhp @ 3750 rpm	200 Nm @ 1900 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1161	Jaguar	XJ 3.0 V6 Portfolio	3600000	2014	32000	Diesel	Automatic	Pune	Brown	Second	Individual	2993 cc	271 bhp @ 4000 rpm	600 Nm @ 2000 rpm	RWD	5252.0	1899.0	1457.0	5.0	83.0
1162	Hyundai	Verna 1.6 CRDI SX (O)	1175000	2018	97000	Diesel	Manual	Jaipur	White	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4375.0	1700.0	1475.0	5.0	43.0
1166	BMW	X4 xDrive30d M Sport X [2019-2020]	6100000	2021	24500	Diesel	Automatic	Mumbai	Red	First	Corporate	2993 cc	260 bhp @ 4000 rpm	620 Nm @ 2000 rpm	AWD	4752.0	1918.0	1621.0	5.0	68.0
1169	Maruti Suzuki	DZire VDi AMT	695000	2018	66000	Diesel	Automatic	Warangal	Red	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
1170	Tata	Harrier XZA Plus	2275000	2022	38000	Diesel	Automatic	Mumbai	Black	First	Individual	1956 cc	168 bhp @ 3750 rpm	350 Nm @ 1750 rpm	FWD	4598.0	1894.0	1706.0	5.0	50.0
1172	Hyundai	Verna Fluidic 1.6 CRDi SX	545000	2014	74000	Diesel	Manual	Mohali	Grey	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
1175	Hyundai	Verna 1.6 CRDI SX	1125000	2019	40000	Diesel	Manual	Ludhiana	White	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4375.0	1700.0	1475.0	5.0	43.0
1177	BMW	5-Series 525d Luxury Plus	1600000	2013	70000	Diesel	Automatic	Mumbai	White	Second	Individual	1995 cc	217 bhp @ 4400 rpm	450 Nm @ 1500 rpm	RWD	4899.0	2094.0	1464.0	5.0	
1181	Hyundai	Verna Fluidic 1.6 CRDi SX	459999	2013	78000	Diesel	Manual	Ahmedabad	White	Second	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
1182	Audi	A6 35 TDI Matrix	3400000	2018	51000	Diesel	Automatic	Hyderabad	Red	First	Individual	1968 cc	190 bhp @ 3800 rpm	400 Nm @ 1750 rpm	FWD	4933.0	1874.0	1455.0	5.0	75.0
1185	Honda	City S Diesel	585000	2015	61000	Diesel	Manual	Ranchi	Grey	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
1186	Audi	A3 35 TDI Premium + Sunroof	1650000	2014	55000	Diesel	Automatic	Mumbai	White	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
1189	Mahindra	XUV500 W11	1275000	2018	47000	Diesel	Manual	Ranchi	White	First	Individual	2179 cc	153 bhp @ 3750 rpm	360 Nm @ 1750 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
1191	Mahindra	Thar CRDe 4x4 Non AC	1035000	2017	79000	Diesel	Manual	Mysore	Green	First	Individual	2498 cc	105@3800	247@1800	AWD	3920.0	1710.0	1930.0	7.0	60.0
1193	Hyundai	Creta SX 1.5 Diesel [2020-2022]	1650000	2020	7000	Diesel	Manual	Ahmedabad	White	First	Individual	1493 cc	113 bhp @ 4000 rpm	250 Nm @ 1500 rpm	FWD	4300.0	1790.0	1635.0	5.0	50.0
1194	Audi	A4 2.0 TDI (143bhp)	1575000	2014	15000	Diesel	Automatic	Delhi	Red	First	Individual	1968 cc	141 bhp @ 4200 rpm	320 Nm @ 1750 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
1195	BMW	X3 xDrive20d	1950000	2014	82000	Diesel	Automatic	Chandigarh	White	Second	Individual	1995 cc	184 bhp @ 4000 rpm	380 Nm @ 1750 rpm	AWD	4648.0	1881.0	1661.0	5.0	67.0
1196	BMW	5-Series 520d Luxury Line [2017-2019]	6390000	2022	6000	Diesel	Automatic	Mumbai	Grey	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4936.0	1868.0	1479.0	5.0	65.0
1197	Hyundai	Creta 1.4 S Plus	1080000	2019	68000	Diesel	Manual	Bhopal	White	First	Individual	1396 cc	89 bhp @ 4000 rpm	224 Nm @ 1500 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
1198	Audi	Q7 45 TDI Premium Plus	5500000	2017	24000	Diesel	Automatic	Gurgaon	White	First	Individual	2967 cc	245 bhp @ 2910 rpm	600 Nm @ 1500 rpm	AWD	5052.0	1968.0	1740.0	7.0	75.0
1199	Hyundai	Venue SX (O) 1.5 CRDi	1080000	2020	56000	Diesel	Manual	Jalandhar	Blue	First	Individual	1493 cc	99 bhp @ 4000 rpm	240 Nm @ 1500 rpm	FWD	3995.0	1770.0	1605.0	5.0	45.0
1200	Mahindra	XUV500 W6	800000	2015	25000	Diesel	Manual	Mumbai	Grey	First	Corporate	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
1205	Hyundai	i20 Sportz 1.4 CRDI	550000	2014	75000	Diesel	Manual	Bangalore	Maroon	First	Individual	1396 cc	90@4000	220@1750		3940.0	1710.0	1505.0	5.0	45.0
1206	Maruti Suzuki	Baleno Delta 1.3	550000	2016	88000	Diesel	Manual	Kanpur	Blue	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
1207	Audi	Q3 35 TDI Premium + Sunroof	1650000	2016	139000	Diesel	Automatic	Jaipur	White	Second	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4385.0	1831.0	1608.0	5.0	64.0
1210	Mitsubishi	Pajero Select Plus AT	1995000	2018	122000	Diesel	Automatic	Kota	Silver	First	Individual	2477 cc	176 bhp @ 4000 rpm	350 Nm @ 1800 rpm	RWD	4695.0	1815.0	1840.0	7.0	70.0
1211	Hyundai	Elite i20 Sportz 1.4 CRDI [2016-2017]	575000	2016	38000	Diesel	Manual	Patna	Silver	First	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
1212	MG	Hector Sharp 2.0 Diesel Turbo MT	1975000	2021	18500	Diesel	Manual	Hyderabad	Red	First	Individual	1956 cc	169 bhp @ 3750 rpm	350 Nm @ 1750 rpm	FWD	4655.0	1835.0	1760.0	5.0	60.0
1213	Hyundai	Creta SX (O) 1.5 Diesel [2020-2022]	1625000	2022	27800	Diesel	Manual	Gurgaon	White	First	Individual	1493 cc	113 bhp @ 4000 rpm	250 Nm @ 1500 rpm	FWD	4300.0	1790.0	1635.0	5.0	50.0
1219	BMW	5-Series 520d Modern Line	2250000	2014	88000	Diesel	Automatic	Bangalore	Black	Third	Individual	1995 cc	184 bhp @ 4000 rpm	380 Nm @ 1750 rpm	RWD	4899.0	2094.0	1464.0	5.0	
1220	Ford	Endeavour Trend 2.2 4x2 AT	2350000	2016	75000	Diesel	Automatic	Mohali	White	Second	Individual	2198 cc	158 bhp @ 3200 rpm	385 Nm @ 1600 rpm	RWD	4892.0	1860.0	1837.0	7.0	80.0
1221	BMW	3-Series 320d Prestige	2690000	2019	15500	Diesel	Automatic	Delhi	Blue	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4633.0	1811.0	1429.0	5.0	57.0
1222	Maruti Suzuki	Ciaz VDi+ SHVS	695000	2016	82445	Diesel	Manual	Hyderabad	Grey	Second	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
1227	Audi	A6 35 TDI Matrix	3075000	2017	17000	Diesel	Automatic	Delhi	White	First	Individual	1968 cc	190 bhp @ 3800 rpm	400 Nm @ 1750 rpm	FWD	4933.0	1874.0	1455.0	5.0	75.0
1228	Renault	Duster 110 PS RxZ Diesel	415000	2014	70000	Diesel	Manual	Delhi	White	First	Individual	1461 cc	108 bhp @ 3900 rpm	248 Nm @ 2250 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
1229	Maruti Suzuki	Ertiga ZDI + SHVS	765000	2017	68000	Diesel	Manual	Delhi	Grey	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4296.0	1695.0	1685.0	7.0	45.0
1231	Jaguar	XJ 3.0 V6 Portfolio	3900000	2015	39000	Diesel	Automatic	Delhi	Black	First	Individual	2993 cc	271 bhp @ 4000 rpm	600 Nm @ 2000 rpm	RWD	5252.0	1899.0	1457.0	5.0	83.0
1232	Hyundai	Creta 1.6 SX	850000	2016	72000	Diesel	Manual	Ahmedabad	Red	First	Individual	1582 cc	126 bhp @ 4000 rpm	265 Nm @ 1900 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
1233	Maruti Suzuki	Ertiga VDI SHVS	969999	2016	39000	Diesel	Manual	Hyderabad	Blue	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4296.0	1695.0	1685.0	7.0	45.0
1234	Maruti Suzuki	Baleno Delta 1.3	575000	2016	62000	Diesel	Manual	Ludhiana	Blue	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
1235	Ford	Endeavour Sport 2.0 4x4 AT	3900000	2021	41086	Diesel	Automatic	Pune	White	Second	Individual	1996 cc	168 bhp @ 3500 rpm	420 Nm @ 2000 rpm	AWD	4903.0	1869.0	1837.0	7.0	80.0
1236	BMW	3-Series 320d Luxury Line	1395000	2013	65000	Diesel	Automatic	Kolkata	Black	Second	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4633.0	1811.0	1429.0	5.0	57.0
1238	Kia	Sonet GTX Plus 1.5 AT [2020-2021]	1499000	2021	22000	Diesel	Automatic	Mumbai	Red	First	Individual	1493 cc	113 bhp @ 4000 rpm	250 Nm @ 1500 rpm	FWD	3995.0	1790.0	1647.0	5.0	45.0
1239	Volkswagen	Tiguan Highline TDI	2050000	2018	73000	Diesel	Automatic	Coimbatore	White	Second	Individual	1968 cc	141 bhp @ 4000 rpm	340 Nm @ 1750 rpm	AWD	4486.0	1839.0	1672.0	5.0	71.0
1241	Skoda	Superb L&K TDI AT	3199000	2019	6900	Diesel	Automatic	Delhi	Grey	First	Individual	1968 cc	174 bhp @ 3600 rpm	350 Nm @ 1500 rpm	FWD	4861.0	1864.0	1483.0	5.0	66.0
1243	Honda	Mobilio RS Diesel	675000	2015	48000	Diesel	Manual	Mumbai	White	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	4386.0	1683.0	1603.0	7.0	42.0
1247	Mercedes-Benz	C-Class 220 BlueEfficiency	1250000	2012	78000	Diesel	Automatic	Mohali	White	First	Individual	2143 cc	170 bhp @ 4200 rpm	400 Nm @ 2800 rpm	RWD	4596.0	1770.0	1447.0	5.0	66.0
1248	Hyundai	Santa Fe 2WD AT [2014-2017]	1175000	2014	87938	Diesel	Automatic	Bangalore	White	Second	Individual	2199 cc	194 bhp @ 3800 rpm	437 Nm @ 1800 rpm	AWD	4690.0	1880.0	1690.0	7.0	64.0
1250	Mercedes-Benz	C-Class 220 CDI Elegance AT	495000	2008	95200	Diesel	Automatic	Mumbai	Grey	First	Corporate	2148 cc	170@3700	410@2000	RWD	4581.0	1770.0	1447.0	5.0	66.0
1254	BMW	3-Series 320d Luxury Line [2014-2016]	2100000	2014	103000	Diesel	Automatic	Lucknow	Black	Second	Individual	1995 cc	184 bhp @ 4000 rpm	380 Nm @ 1750 rpm	RWD	4624.0	2031.0	1429.0	5.0	
1258	Maruti Suzuki	S-Cross Delta 1.6	620000	2016	85000	Diesel	Manual	Karnal	White	Second	Individual	1598 cc	118 bhp @ 3750 rpm	320 Nm @ 1750 rpm	FWD	4300.0	1765.0	1590.0	5.0	48.0
1261	Land Rover	Discovery Sport SE	4950000	2018	38000	Diesel	Automatic	Thane	White	First	Individual	1999 cc	177 bhp @ 4000 rpm	430 Nm @ 1750 rpm	AWD	4600.0	2173.0	1690.0	7.0	65.0
1262	Hyundai	Creta 1.6 SX Plus AT	1015000	2015	68566	Diesel	Automatic	Ahmedabad	White	First	Individual	1582 cc	126 bhp @ 4000 rpm	265 Nm @ 1900 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
1267	Maruti Suzuki	Swift DZire ZDi BS-IV	325000	2010	82202	Diesel	Manual	Jalandhar	White	Second	Individual	1248 cc	75@4000	190@2000	FWD	4160.0	1690.0	1530.0	5.0	43.0
1269	Mercedes-Benz	CLA 200 CDI Sport	2800000	2018	24000	Diesel	Automatic	Mumbai	Red	First	Individual	2143 cc	134 bhp @ 3600 rpm	300 Nm @ 1600 rpm	FWD	4630.0	1777.0	1432.0	5.0	
1270	Maruti Suzuki	Ciaz VDi (O) SHVS	650000	2017	86000	Diesel	Manual	Lucknow	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
1271	Honda	WR-V S MT Diesel	790000	2018	41000	Diesel	Manual	Raipur	Silver	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	3999.0	1734.0	1601.0	5.0	40.0
1272	Honda	City SV Diesel	540000	2015	76000	Diesel	Manual	Agra	Red	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
1273	Maruti Suzuki	Swift VDi	375000	2011	120000	Diesel	Manual	Hyderabad	Silver	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
1278	Skoda	Kodiaq Style 2.0 TDI 4x4 AT	3200000	2018	35000	Diesel	Automatic	Pune	White	First	Individual					4697.0	1882.0	1665.0	7.0	63.0
1279	Ford	Figo Duratorq Diesel Titanium 1.4	240000	2010	72000	Diesel	Manual	Hyderabad	White	First	Individual	1399 cc	69@4000	160@2000	FWD	3795.0	1680.0	1427.0	5.0	45.0
1280	Hyundai	Creta 1.6 SX Plus Special Edition	800000	2015	90000	Diesel	Manual	Lucknow	Silver	First	Individual	1582 cc	126 bhp @ 4000 rpm	265 Nm @ 1900 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
1282	Mercedes-Benz	E-Class E 220d Exclusive [2019-2019]	7390000	2021	7000	Diesel	Automatic	Mumbai	Grey	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
1283	BMW	X5 xDrive 30d M Sport	5900000	2017	83985	Diesel	Automatic	Pune	White	Second	Individual	2993 cc	258 bhp @ 4000 rpm	560 Nm @ 1500 rpm	AWD	4886.0	1938.0	1762.0	5.0	
1285	BMW	X1 sDrive20d xLine	2650000	2018	53000	Diesel	Automatic	Delhi	Blue	Second	Individual	1995 cc	184 bhp @ 4000 rpm	350 Nm @ 1750 rpm	RWD	4454.0	2044.0	1545.0	5.0	63.0
1288	Maruti Suzuki	SX4 ZDI	297000	2013	84000	Diesel	Manual	Delhi	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4490.0	1735.0	1560.0	5.0	50.0
1289	Toyota	Etios Liva GD	500000	2016	114000	Diesel	Manual	Ambala Cantt	Grey	First	Individual	1364 cc	67 bhp @ 3800 rpm	170 Nm @ 1800 rpm	FWD	3775.0	1695.0	1510.0	5.0	45.0
1291	Mercedes-Benz	C-Class C 220 CDI Avantgarde	2650000	2017	70000	Diesel	Automatic	Pune	Brown	Second	Individual	2143 cc	168 bhp @ 3000 rpm	400 Nm @ 1400 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
